GEOID,year,scenario,pixel_count,annual_mean_temp_c,annual_min_temp_c,annual_max_temp_c,high_temp_days_90th,high_temp_days_95th,low_temp_days_10th,annual_mean_min_temp_c,annual_precipitation_mm,high_precip_days_95th,high_precip_days_95th.1,hot_days_30c,threshold_90th_c,threshold_95th_c,cold_days_0c,threshold_10th_c,very_cold_days_10th,extremely_cold_days_5th,ultra_cold_days_1st,threshold_10th_c_cold,threshold_5th_c,threshold_1st_c,growing_degree_days,precip_per_high_day,high_day_ratio
55023,1994,historical,4,19.848602294921875,8.992607116699219,28.062820434570312,125.0,74.5,0.0,13.906633377075195,1565.99365234375,112.5,112.5,0.0,24.375244140625,26.660012817382807,0.0,-4.33087158203125,0.0,0.0,0.0,-10.03515625,-14.298196411132812,-21.25079803466797,3599.1904296875,13.919943576388889,30.82191780821918
55023,1995,historical,4,19.86679077148437,9.045921325683594,28.158493041992188,125.0,76.0,0.0,13.93931484222412,1557.1553955078125,111.0,111.0,0.0,24.39642333984375,26.689309692382807,0.0,-4.329559326171875,0.0,0.0,0.0,-10.004669189453123,-14.296487426757812,-21.2843017578125,3605.230224609375,14.02842698655687,30.41095890410959
55023,1996,historical,4,19.884021759033203,9.064483642578123,28.15222930908203,125.25,75.75,0.0,13.938952445983888,1526.913818359375,100.5,100.5,0.0,24.425079345703125,26.7247314453125,0.0,-4.313995361328125,0.0,0.0,0.0,-9.979156494140623,-14.29351806640625,-21.412433471679687,3610.70556640625,15.19317232198383,27.534246575342465
55023,1997,historical,4,19.899599075317383,9.28351593017578,28.230064392089844,125.25,76.5,0.0,13.979972839355469,1534.278076171875,102.5,102.5,0.0,24.4366455078125,26.751922607421875,0.0,-4.246752929687499,0.0,0.0,0.0,-9.918609619140623,-14.210092163085935,-21.41294860839844,3616.037109375,14.96856659679878,28.08219178082192
55023,1998,historical,4,19.94989013671875,9.368789672851562,28.211631774902344,125.0,77.5,0.0,14.023397445678713,1545.2515869140625,106.25,106.25,0.0,24.43316650390625,26.763153076171875,0.0,-4.171875,0.0,0.0,0.0,-9.8076171875,-14.022225952148435,-21.22685729980469,3634.19970703125,14.54354434742647,29.10958904109589
55023,1999,historical,4,19.97637176513672,9.484725952148438,28.246055603027344,125.0,78.0,0.0,14.066886901855469,1544.52197265625,104.75,104.75,0.0,24.4410400390625,26.76641845703125,0.0,-4.144671630859374,0.0,0.0,0.0,-9.67900390625,-13.904458618164062,-21.143610534667967,3643.1533203125,14.744839834427207,28.698630136986303
55023,2000,historical,4,20.001155853271484,9.287872314453123,28.30706787109375,124.0,78.0,0.0,14.078484535217283,1521.762939453125,107.25,107.25,0.0,24.473052978515625,26.80706787109375,0.0,-4.165820312499999,0.0,0.0,0.0,-9.71331787109375,-13.911529541015623,-21.026885681152343,3653.1201171875,14.188931836392774,29.383561643835616
55023,2001,historical,4,20.06454086303711,9.194541931152344,28.34295654296875,125.0,79.25,0.0,14.153889656066896,1534.5423583984375,117.75,117.75,0.0,24.52947998046875,26.852752685546875,0.0,-4.158447265625,0.0,0.0,0.0,-9.680072021484374,-13.899179077148435,-20.989338684082032,3676.57763671875,13.032206865379512,32.26027397260274
55023,2002,historical,4,20.06834602355957,9.033279418945312,28.389991760253903,123.75,77.75,0.0,14.138989448547363,1517.8563232421875,115.25,115.25,0.0,24.55307006835937,26.884552001953125,0.0,-4.109942626953124,0.0,0.0,0.0,-9.629290771484374,-13.866668701171877,-20.92467681884765,3678.31005859375,13.170119941363883,31.575342465753426
55023,2003,historical,4,20.07855987548828,9.020339965820312,28.42034149169922,123.5,78.5,0.0,14.150415420532228,1525.5755615234375,113.0,113.0,0.0,24.6005859375,26.91584167480468,0.0,-3.9749755859375,0.0,0.0,0.0,-9.512255859375,-13.719573974609377,-20.897750854492188,3682.5107421875,13.500668686048119,30.958904109589042
